Comments,stance
పట్టభద్రుల ఎన్నికల ఓటింగ్ సరళి 2019 అసెంబ్లీ ఎన్నికలతో చూస్తే ఎలా ఉంది? MLC ఎన్నికల సరళిని ఆధారంగా చేసుకుని చూస్తే 2024 లో T…,neutral
పట్టభద్రుల ఎన్నికల ఓటింగ్ సరళి 2019 అసెంబ్లీ ఎన్నికలతో చూస్తే ఎలా ఉంది? MLC ఎన్నికల సరళిని ఆధారంగా చేసుకుని చూస్తే 2024 లో T…,neutral
పట్టభద్రుల ఎన్నికల ఓటింగ్ సరళి 2019 అసెంబ్లీ ఎన్నికలతో చూస్తే ఎలా ఉంది? MLC ఎన్నికల సరళిని ఆధారంగా చేసుకుని చూస్తే 2024 లో T…,neutral
పట్టభద్రుల ఎన్నికల ఓటింగ్ సరళి 2019 అసెంబ్లీ ఎన్నికలతో చూస్తే ఎలా ఉంది? MLC ఎన్నికల సరళిని ఆధారంగా చేసుకుని చూస్తే 2024 లో T…,neutral
పట్టభద్రుల ఎన్నికల ఓటింగ్ సరళి 2019 అసెంబ్లీ ఎన్నికలతో చూస్తే ఎలా ఉంది? MLC ఎన్నికల సరళిని ఆధారంగా చేసుకుని చూస్తే 2024 లో T…,neutral
వెళ్ళండ్రా బాబు వెళ్ళండి  …,neutral
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,neutral
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
జగన్ గాడి నోటిలో నీ మోడ్డ ఇరికింద,against
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
పట్టభద్రుల ఎన్నికల ఓటింగ్ సరళి 2019 అసెంబ్లీ ఎన్నికలతో చూస్తే ఎలా ఉంది? MLC ఎన్నికల సరళిని ఆధారంగా చేసుకుని చూస్తే 2024 లో T…,favour
Ap సీఎం ys జగన్ మోహన్ గారికి మరియు తెలుగు ప్రేక్షకులకు వైఎస్సార్సీపీ అభిమానులకు కార్యకర్తలకు ఉగాది శుభకాం…,favour
"ఏపీ, తెలంగాణ రాజకీయ సమస్యలు… స్వయంకృతమేగా? రెండు తెలుగు రాష్ట్రాలలో చాలా విచిత్రమైన రాజకీయ పరిస్థితులు నెలకొని ఉన్నాయి ఇందు…",favour
"దత్తపుత్రుడు కి కూడా ఒక గుడ్డు, ఒక గ్లాస్ రాగి జావ పంపించండి జగన్ గారూ?",favour
జగన్ govt ఫిక్స్ డ్ డిపాజిట్లు డ్రా చేసైనా నిధులకు జమచేయండి ఫిక్స్ డ్ డిపాజిట్లు డ్రా చేసి 2 వారాల్లో 45 కోట్లు…,favour
పబ్ కి కాదు గుడారానికి,favour
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా చంపా…,against
వైఎస్ జగన్ మోహన్దలిత ఎమ్మెల్యే చేతి మీద చిన్న గీత పడితే అంత ఓవర్ యాక్షన్ చేసావు? ఈ దలిత బిడ్డని అతి దారుణంగా…,against
మన అమాత్యుల వారి జ్ఞానం ఇట్లుంటదిఇట్లటోళ్లు గద్దెనెక్కితే లీకులెందుకు కావు? వీళ్లు ఇట్ల దొడ్డి దారిన ఎంతమందిని పాస్…,against
